,EDU,EVP,FDP,GLP,Grüne,Mitte,SP,SVP,Übrige
0,9.044192870529998e-14,1.7831232416031274e-49,0.24036981641971353,0.02224140679711503,0.0027315795799147144,0.02645117194845344,0.6927651060633995,0.015440919191313334,7.154449278662184e-37
1,1.3979130709595252e-12,2.324537801003547e-08,0.029725713844260628,0.030161918943886565,1.0864977724508234e-09,0.00022924829384209094,0.02028253703041599,0.9195992968603334,1.2606939877164096e-06
2,5.812248541436503e-15,3.943455123054707e-14,5.763435550591723e-05,1.7200107156442872e-08,0.7643492129314966,1.3209177776610185e-05,0.19566198378641253,0.0399179372178201,5.330835763864972e-09
3,5.198989788956734e-70,1.4967259938249036e-18,1.0690775581694616e-05,0.001300414306561441,0.042110730830778875,0.0001911236579161961,0.16859973173244683,0.7810308786156305,0.0067564300810844585
4,7.047717563237454e-20,8.485364098084351e-15,0.01585035725086478,6.227810607533748e-09,0.12030393301195484,8.065871371760925e-24,0.847650046576586,0.0002310586868522571,0.01596459824592311
5,2.4025906141014566e-22,0.0002491137514786499,1.4296323833532032e-05,0.0008171603511229059,5.64186846656533e-15,0.0015025055634245834,0.15965933775252908,0.8273996446487668,0.0103579416088388
6,7.850850805784917e-32,0.27610706127626544,1.7997490702812128e-05,0.35882381872516755,7.240318039978888e-10,0.0013259832644654434,0.3453796473722667,0.009883424467888143,0.00846206667921232
7,0.18458746347611157,2.6009647918363593e-09,0.8129611058797123,0.0021084830109464256,5.3761935989240304e-14,6.350662655877098e-05,1.0346686351581542e-09,0.000279437370778596,2.0522421007312945e-13
8,0.01901455450816453,0.005537846023481616,0.0003953228647916566,0.0028333613266444723,1.7229082969327525e-06,0.1956879467224308,0.0059499893660243195,0.7705068273406995,7.242893946620057e-05
9,0.005403120910772168,0.004881827411603731,1.4304554821792416e-07,0.06349246049320274,8.440804777936688e-05,0.0008057148040481348,0.0004121245872237703,0.09004434671263581,0.8348758539871861
10,4.855099692366958e-148,0.3514494851362875,7.75394358265315e-05,0.02982812530487151,0.002935415377256793,0.5866361275291421,0.027755163121309837,0.0013181440953057117,5.429205761741515e-29
11,7.965291373764792e-72,0.005540851857567683,0.330198983662735,0.3393287932555441,2.506212647093975e-12,0.11538218105876558,0.02361605187803293,0.18593305647348965,8.181135883673907e-08
12,1.5341672399729765e-69,4.63580497538945e-25,0.009812832579399747,3.3516834748303816e-06,0.32910186627661236,0.24466971076188512,0.416269405772857,0.00014283242865510833,4.971159234309953e-10
13,0.5592592240351972,5.463207486039422e-12,0.038242092394746074,0.09954818742857317,0.061754214960627336,2.3733642557112883e-06,0.033459379602432546,0.2077345282087048,5.152370283650568e-21
14,6.464774289710902e-07,0.0009077982896140396,0.7789733346444242,0.0014044841561466543,0.14643433995510186,0.059550804840590686,0.0010962498219697183,0.011632331599832487,1.0214891345963145e-08
15,1.804655354488774e-25,1.585096106086197e-32,0.09046661157946415,0.8055103266500913,1.691235546454234e-14,0.001891186207121689,0.09664052010481043,0.002999348257600818,0.0024920072008945827
