ID_question,0,1,2,3,4,5,6,7,8,9
32214,10,20,15,20,10,15,15,20,10,20
32215,100,90,80,85,80,80,90,80,90,100
32216,50,50,20,50,100,50,100,100,100,50
32217,0,0,0,0,0,0,0,0,0,10
32218,100,100,100,100,100,100,100,100,100,100
32219,90,100,100,100,100,90,90,100,80,90
32220,75,65,70,80,80,60,60,60,50,70
32221,100,80,85,100,80,100,65,90,80,70
32222,10,20,15,20,10,20,0,0,20,30
32223,30,20,30,20,20,30,60,20,30,30
32224,80,80,60,60,100,90,70,80,80,65
32225,90,100,100,100,100,100,100,100,90,100
32226,0,35,30,20,30,20,20,50,20,30
32227,100,100,100,100,100,100,100,100,100,100
32228,75,70,75,80,80,80,70,75,80,85
32229,80,75,65,70,80,60,70,70,80,75
32230,5,20,0,0,5,0,10,0,15,10
32231,100,100,100,100,100,100,100,100,100,100
32232,100,100,100,100,100,100,100,100,100,100
32233,70,70,80,100,70,75,80,80,73,90
32234,100,90,100,100,100,100,100,100,100,85
32235,100,100,100,100,100,100,100,100,100,100
32236,30,30,20,30,30,20,20,20,20,30
32237,100,100,100,100,100,100,100,100,100,100
32238,100,80,100,100,100,100,100,90,100,100
32239,100,100,100,100,85,100,100,100,100,80
32240,100,100,100,100,75,70,100,100,100,75
32241,85,85,80,80,80,90,80,70,80,80
32242,80,70,60,70,70,75,70,80,80,70
32243,20,20,20,0,25,10,20,20,10,10
32244,100,100,100,100,100,100,100,100,100,100
32245,10,20,5,20,10,20,15,20,10,20
32246,100,100,100,90,90,100,100,100,100,100
32247,35,30,30,30,30,30,40,30,30,35
32248,30,30,50,30,50,30,70,15,25,80
32249,0,0,0,0,0,0,0,0,0,0
32250,100,100,100,100,100,100,100,100,100,100
32251,80,80,70,100,80,90,100,85,85,100
32252,30,30,20,30,35,30,20,30,30,10
32253,100,100,100,100,100,100,100,92,100,100
32254,100,100,100,100,100,100,100,100,100,100
32255,100,100,100,100,100,100,90,100,100,100
32256,100,100,100,100,100,100,100,100,100,100
32257,100,100,100,100,100,100,100,100,100,100
32258,70,50,70,90,50,70,80,75,80,80
32259,70,75,75,80,80,70,90,80,80,80
32260,100,90,100,90,90,90,85,85,85,80
32261,10,50,0,25,40,0,30,0,30,20
32262,100,100,100,100,100,100,100,100,100,100
32263,50,70,50,75,50,50,80,50,100,80
32264,15,0,10,10,20,10,10,10,0,10
32265,30,20,20,15,30,20,20,30,30,30
32266,0,0,0,0,0,0,0,0,0,0
32267,90,80,85,90,80,80,80,80,85,85
32268,5,10,0,0,10,0,5,10,10,0
32269,80,80,80,85,80,80,80,70,80,70
32270,20,35,10,30,20,10,25,25,20,35
32271,100,100,100,100,100,100,100,100,100,100
32272,10,0,0,0,10,10,0,5,10,0
32273,60,35,20,25,50,35,50,50,80,50
32274,20,30,30,30,30,20,30,40,20,20
32275,30,20,30,20,30,30,30,30,30,30
32276,90,90,90,90,90,90,85,90,90,90
32277,20,20,20,20,20,30,20,10,20,30
32278,80,80,85,75,70,70,75,70,80,70
32279,10,5,10,5,15,10,20,10,10,10
32280,100,100,100,100,100,100,100,100,100,100
32281,80,80,80,80,70,100,80,80,80,75
32282,100,100,85,80,90,100,80,100,100,100
32283,80,60,50,50,50,50,50,35,50,50
32284,100,100,100,90,100,90,100,100,100,90
32285,10,10,10,10,20,10,20,10,15,20
32286,30,50,40,30,30,30,20,30,50,15
32287,10,20,20,10,20,20,10,25,20,25
32288,90,100,100,100,100,80,100,100,80,100
