ID_question,0,1,2,3,4,5,6,7,8,9
32214,25,0,0,0,50,0,0,0,0,0
32215,60,50,50,70,50,50,20,50,70,50
32216,0,0,50,0,0,0,0,0,0,0
32217,0,0,0,0,0,0,0,0,0,0
32218,30,30,0,35,40,0,30,30,30,30
32219,25,30,30,30,30,30,30,20,30,20
32220,0,0,35,0,0,30,35,10,30,30
32221,0,0,0,0,0,0,0,0,0,0
32222,40,0,50,30,20,30,50,20,35,20
32223,100,100,100,100,80,100,100,100,100,100
32224,50,0,0,0,30,30,0,20,0,35
32225,80,70,70,90,80,50,70,80,80,80
32226,90,70,50,75,80,100,100,50,90,50
32227,50,60,60,50,40,50,70,60,85,60
32228,0,0,0,0,0,0,0,0,10,0
32229,35,25,30,20,30,10,30,30,25,25
32230,100,80,80,80,100,80,100,100,100,80
32231,0,0,0,0,0,0,0,0,0,0
32232,0,0,0,0,0,0,0,0,0,0
32233,0,0,0,0,0,0,0,0,0,0
32234,0,0,0,0,0,0,0,0,0,0
32235,20,20,20,10,25,0,20,20,10,20
32236,50,80,70,70,50,70,70,75,60,75
32237,100,0,0,0,0,0,0,0,100,100
32238,0,0,0,0,0,0,0,0,0,0
32239,0,50,50,50,50,60,50,100,80,60
32240,0,0,0,0,0,50,0,30,0,0
32241,30,30,35,30,30,30,50,30,20,60
32242,60,75,50,50,80,100,60,80,70,50
32243,60,30,70,25,70,30,30,20,20,30
32244,25,50,30,50,50,50,50,70,50,50
32245,70,70,70,70,70,80,70,100,70,80
32246,0,0,0,0,0,0,0,0,0,0
32247,30,20,20,60,25,45,70,35,20,30
32248,30,0,10,30,30,20,20,35,20,20
32249,0,100,50,100,25,100,100,50,50,50
32250,100,100,90,100,100,100,100,100,100,100
32251,25,30,30,20,0,10,0,20,20,20
32252,10,20,20,5,15,20,10,30,20,20
32253,60,70,30,80,100,60,50,80,80,50
32254,50,50,50,50,50,50,30,50,50,50
32255,80,60,50,100,60,60,50,50,70,50
32256,80,50,70,50,80,80,70,50,50,70
32257,60,50,50,45,60,50,80,50,70,50
32258,50,50,50,50,50,50,20,50,60,50
32259,35,20,20,30,20,30,30,20,30,30
32260,60,75,70,90,80,70,70,70,70,80
32261,63,70,75,50,50,50,50,80,60,70
32262,0,0,0,0,0,0,0,0,0,0
32263,100,100,100,100,100,100,100,100,100,100
32264,100,80,100,100,70,80,100,100,75,100
32265,0,0,30,30,0,0,20,25,25,20
32266,0,0,0,0,0,0,0,0,0,0
32267,30,50,30,70,45,75,70,70,30,20
32268,80,80,85,70,80,70,80,70,80,85
32269,30,30,20,20,30,25,20,25,10,20
32270,30,30,25,80,30,50,50,20,75,80
32271,85,75,50,100,50,50,80,75,30,70
32272,80,100,80,70,80,70,80,70,80,70
32273,80,80,75,85,80,80,80,80,80,80
32274,80,75,60,60,30,60,80,70,80,50
32275,50,50,30,35,35,50,30,30,35,30
32276,20,20,20,30,20,20,25,30,20,20
32277,90,90,80,85,80,80,85,85,90,85
32278,30,30,50,30,50,30,30,30,30,30
32279,60,50,85,60,60,60,70,70,30,60
32280,30,20,20,35,30,30,20,30,40,20
32281,50,50,30,50,30,30,50,40,50,20
32282,50,50,50,40,40,50,50,50,50,50
32283,50,50,50,50,50,50,70,50,50,70
32284,50,30,50,50,70,50,50,50,40,50
32285,50,85,50,60,70,50,75,50,50,70
32286,80,70,80,100,80,80,80,85,60,80
32287,70,70,75,50,50,70,75,70,50,50
32288,30,30,30,30,30,30,30,30,30,30
