ID_question,0,1,2,3,4,5,6,7,8,9
32214,20.0,10,15.0,10,10.0,20,20,15,30.0,0.0
32215,80.0,90,100.0,85,90.0,80,80,80,100.0,85.0
32216,100.0,50,70.0,50,100.0,80,100,70,80.0,70.0
32217,25.0,0,20.0,0,0.0,0,0,0,40.0,30.0
32218,100.0,100,100.0,100,100.0,100,100,100,100.0,100.0
32219,90.0,90,80.0,85,90.0,85,90,90,100.0,90.0
32220,70.0,85,50.0,86,52.0,85,75,70,55.0,70.0
32221,80.0,70,75.0,80,80.0,70,80,55,75.0,80.0
32222,29.0,25,10.0,22,20.0,15,10,0,20.0,20.0
32223,38.0,30,35.0,20,15.0,30,20,35,40.0,30.0
32224,70.0,55,70.0,80,60.0,70,70,50,80.0,75.0
32225,100.0,100,85.0,95,100.0,100,85,95,85.0,100.0
32226,23.0,50,20.0,30,30.0,0,30,20,70.0,50.0
32227,100.0,90,100.0,100,100.0,100,100,100,100.0,100.0
32228,70.0,75,90.0,60,80.0,75,65,66,80.0,75.0
32229,50.0,70,60.0,70,65.0,75,60,60,,70.0
32230,0.0,10,0.0,30,10.0,10,20,0,0.0,10.0
32231,100.0,100,100.0,100,100.0,100,100,100,100.0,100.0
32232,100.0,100,100.0,100,95.0,100,100,100,100.0,100.0
32233,93.0,70,60.0,100,85.0,45,100,55,100.0,100.0
32234,100.0,100,100.0,100,100.0,90,100,100,,100.0
32235,100.0,100,100.0,100,100.0,100,100,100,100.0,100.0
32236,25.0,30,10.0,25,30.0,35,25,20,20.0,25.0
32237,100.0,100,100.0,100,100.0,100,100,100,,100.0
32238,100.0,90,100.0,80,80.0,100,100,100,75.0,90.0
32239,86.0,80,70.0,100,85.0,100,100,100,90.0,70.0
32240,75.0,100,78.0,70,85.0,70,100,100,58.0,100.0
32241,85.0,80,65.0,88,79.0,70,85,88,80.0,80.0
32242,55.0,70,70.0,80,,90,80,0,75.0,80.0
32243,20.0,10,30.0,25,10.0,25,20,25,10.0,20.0
32244,100.0,100,90.0,100,100.0,100,100,100,100.0,80.0
32245,10.0,20,15.0,10,15.0,10,10,10,10.0,10.0
32246,90.0,100,,90,76.0,80,100,80,95.0,100.0
32247,35.0,25,35.0,20,35.0,50,30,30,30.0,20.0
32248,35.0,62,60.0,20,30.0,20,25,25,20.0,30.0
32249,0.0,0,0.0,0,0.0,5,0,0,0.0,0.0
32250,100.0,100,100.0,100,100.0,100,100,100,100.0,100.0
32251,89.0,85,80.0,100,77.0,80,100,90,75.0,95.0
32252,45.0,20,30.0,10,20.0,20,20,10,20.0,20.0
32253,,100,80.0,100,100.0,100,80,100,100.0,100.0
32254,100.0,100,100.0,100,100.0,100,100,100,100.0,100.0
32255,80.0,100,100.0,100,50.0,100,100,85,80.0,100.0
32256,100.0,100,100.0,100,100.0,100,100,100,100.0,100.0
32257,100.0,100,95.0,100,100.0,100,100,100,100.0,100.0
32258,50.0,70,60.0,60,70.0,100,75,66,80.0,80.0
32259,80.0,70,50.0,60,75.0,75,70,50,100.0,100.0
32260,81.0,90,85.0,85,85.0,100,85,87,87.0,90.0
32261,25.0,30,25.0,10,0.0,0,50,10,15.0,45.0
32262,100.0,100,100.0,100,75.0,19,100,100,100.0,90.0
32263,77.0,64,80.0,75,25.0,80,55,70,81.0,80.0
32264,10.0,10,20.0,0,10.0,10,10,5,20.0,10.0
32265,10.0,66,40.0,25,10.0,20,30,15,10.0,32.0
32266,0.0,0,0.0,0,0.0,0,0,0,0.0,0.0
32267,85.0,100,85.0,90,90.0,90,70,90,85.0,
32268,10.0,0,0.0,10,10.0,5,10,10,10.0,10.0
32269,95.0,80,70.0,70,80.0,80,85,85,90.0,80.0
32270,40.0,20,25.0,10,35.0,20,30,30,20.0,10.0
32271,100.0,100,100.0,85,100.0,100,100,100,100.0,100.0
32272,0.0,5,20.0,0,0.0,10,5,20,10.0,20.0
32273,55.0,17,50.0,30,25.0,80,15,20,40.0,30.0
32274,20.0,30,15.0,30,20.0,40,20,50,30.0,12.0
32275,20.0,20,20.0,40,30.0,25,45,35,35.0,35.0
32276,95.0,85,80.0,85,85.0,95,90,85,85.0,90.0
32277,20.0,30,20.0,40,30.0,30,15,15,20.0,20.0
32278,60.0,70,70.0,76,75.0,70,65,80,80.0,60.0
32279,20.0,5,0.0,10,10.0,0,10,15,0.0,10.0
32280,90.0,100,100.0,100,100.0,100,100,100,100.0,100.0
32281,85.0,100,90.0,100,80.0,75,100,80,100.0,100.0
32282,100.0,90,80.0,100,70.0,80,80,85,100.0,80.0
32283,70.0,50,50.0,50,30.0,50,20,40,30.0,70.0
32284,100.0,90,100.0,80,100.0,100,85,95,90.0,100.0
32285,30.0,10,10.0,10,10.0,10,15,25,5.0,20.0
32286,25.0,50,30.0,50,67.0,50,50,30,35.0,30.0
32287,15.0,25,30.0,20,10.0,35,10,0,20.0,20.0
32288,75.0,70,100.0,100,80.0,100,85,100,90.0,100.0
