ID_question,0,1,2,3,4,5,6,7,8,9
32214,20,30,25,35,30,20,30,30,30,20
32215,100,85,80,70,80,100,75,80,70,80
32216,0,50,30,100,35,50,30,0,60,50
32217,0,25,0,30,30,30,30,20,0,32
32218,100,85,85,70,85,90,90,90,80,85
32219,70,75,75,85,80,90,80,100,85,80
32220,50,100,60,50,50,70,65,70,60,50
32221,70,50,50,70,50,80,50,100,50,50
32222,30,30,20,25,15,30,25,35,20,20
32223,55,75,65,75,43,60,60,70,70,60
32224,70,50,75,80,70,60,70,50,60,70
32225,90,80,80,85,80,85,100,85,70,80
32226,60,48,35,70,45,67,40,40,50,50
32227,95,90,75,85,95,95,100,100,100,90
32228,30,30,50,50,40,35,30,20,25,50
32229,50,60,60,75,70,50,50,80,60,50
32230,40,30,0,45,70,30,50,20,25,30
32231,75,50,70,65,75,80,50,50,55,50
32232,25,20,20,10,15,10,10,20,20,12
32233,15,20,20,20,10,0,0,20,20,20
32234,50,20,0,7,30,25,20,30,0,50
32235,100,100,100,100,100,100,100,100,100,100
32236,50,30,30,30,30,50,35,50,40,50
32237,80,50,100,100,80,35,100,100,100,100
32238,100,55,20,50,50,65,30,30,30,0
32239,90,85,100,77,90,100,90,80,80,80
32240,80,50,100,70,65,75,50,50,75,80
32241,60,70,80,75,60,80,80,76,70,55
32242,50,75,75,80,80,50,90,75,50,75
32243,30,20,15,20,30,30,30,30,20,23
32244,80,100,100,100,60,100,85,100,65,100
32245,50,60,50,70,50,50,50,50,50,40
32246,50,30,55,75,50,30,50,70,50,60
32247,55,70,60,75,70,70,50,75,75,60
32248,25,30,40,40,25,30,20,40,25,50
32249,10,0,40,30,0,20,0,25,10,20
32250,100,100,100,100,100,100,100,100,100,100
32251,100,50,70,80,60,50,50,60,75,60
32252,25,25,30,20,25,25,25,20,30,25
32253,100,100,90,100,80,90,100,80,100,80
32254,80,90,85,85,90,75,90,85,80,85
32255,75,70,70,100,90,100,100,70,90,80
32256,85,85,100,80,90,90,85,80,90,90
32257,100,85,100,80,100,100,100,100,100,85
32258,75,50,70,70,75,85,100,80,80,75
32259,70,70,70,85,70,70,80,70,60,85
32260,75,80,80,80,80,70,75,70,80,75
32261,65,90,20,30,0,50,50,50,80,70
32262,0,50,55,50,50,50,50,50,30,50
32263,90,60,100,75,100,100,60,80,75,100
32264,30,25,30,45,25,35,0,20,30,35
32265,65,30,50,30,30,30,50,50,25,50
32266,0,0,0,0,0,0,0,0,0,0
32267,60,70,60,75,50,70,70,90,80,70
32268,20,35,40,30,10,30,15,30,20,30
32269,60,70,65,70,70,70,70,80,75,75
32270,50,30,50,50,40,70,20,60,50,50
32271,100,100,85,100,90,100,100,100,100,100
32272,0,10,15,20,20,15,15,25,20,30
32273,45,80,20,70,70,60,67,80,80,50
32274,60,30,30,40,40,20,25,30,30,60
32275,40,50,80,50,60,40,60,60,60,40
32276,70,70,60,80,70,70,60,80,70,60
32277,30,35,45,50,30,50,50,45,35,55
32278,75,70,70,80,70,60,70,70,75,65
32279,20,20,30,10,20,20,20,20,30,20
32280,95,85,90,95,80,90,88,85,90,90
32281,70,80,70,50,80,80,70,80,70,70
32282,80,70,65,80,75,80,70,90,85,60
32283,60,60,50,70,50,75,50,70,20,50
32284,80,75,75,75,70,80,85,100,65,85
32285,30,20,50,65,50,25,25,30,30,30
32286,60,70,60,50,75,60,50,50,50,70
32287,50,20,30,30,45,30,30,25,25,35
32288,75,75,80,100,80,75,80,85,80,80
