ID_question,0,1,2,3,4,5,6,7,8,9
32214,20,30,35,30,20,0,30,30,40,30
32215,75,85,85,70,70,70,80,80,85,80
32216,50,50,0,30,75,50,0,50,0,50
32217,30,30,0,10,0,25,0,15,30,0
32218,85,100,100,100,85,100,100,100,80,75
32219,75,70,70,70,90,65,85,70,70,80
32220,50,70,80,50,80,70,75,70,60,80
32221,50,30,50,60,50,50,50,50,60,50
32222,30,30,30,30,20,20,30,30,30,20
32223,50,60,70,80,70,50,70,60,50,60
32224,50,40,50,30,60,60,70,60,70,60
32225,80,100,75,80,70,85,80,100,100,70
32226,50,40,50,50,50,50,50,30,60,50
32227,100,100,100,100,100,100,100,100,100,100
32228,30,25,30,30,30,30,30,30,25,30
32229,60,75,50,70,85,50,65,70,50,50
32230,30,60,40,50,30,30,30,20,30,25
32231,100,80,100,50,85,80,100,75,70,100
32232,25,10,10,20,20,30,20,20,15,25
32233,20,20,30,20,30,0,0,10,0,20
32234,0,0,50,0,25,0,30,50,0,50
32235,100,100,100,100,100,100,100,100,100,100
32236,30,30,50,50,40,40,30,50,30,50
32237,20,85,100,70,50,75,70,80,85,66
32238,25,0,50,0,30,50,0,0,50,50
32239,100,100,80,80,100,80,90,90,80,75
32240,60,90,50,75,50,50,70,50,75,50
32241,75,80,70,85,70,60,70,70,80,70
32242,80,75,60,60,60,80,60,50,65,80
32243,30,30,25,30,25,30,30,25,40,30
32244,100,90,100,100,100,100,100,100,100,100
32245,50,25,50,50,30,50,50,20,50,40
32246,50,60,60,50,50,50,50,50,60,30
32247,80,75,65,30,70,30,50,40,45,50
32248,40,50,20,30,30,30,30,30,20,30
32249,0,10,25,10,10,25,0,20,0,0
32250,100,100,100,100,100,100,100,100,100,100
32251,60,50,70,50,60,70,80,70,50,60
32252,20,20,20,15,25,30,25,20,30,30
32253,100,100,85,100,100,100,80,100,90,100
32254,100,80,85,85,95,90,85,100,90,90
32255,80,80,100,100,100,70,80,100,80,70
32256,85,90,80,90,85,90,80,80,90,90
32257,90,85,85,90,85,95,85,85,85,90
32258,80,60,80,70,80,80,70,70,80,70
32259,75,75,80,70,60,75,70,75,60,70
32260,85,75,85,75,80,75,70,80,80,70
32261,50,50,30,30,100,20,30,40,30,30
32262,50,50,50,50,50,50,0,50,50,50
32263,100,100,100,60,45,50,60,100,100,100
32264,50,25,60,35,30,20,35,30,30,30
32265,30,50,30,40,30,50,50,50,30,30
32266,0,0,0,0,0,0,0,0,0,0
32267,75,60,60,65,80,70,80,75,60,70
32268,30,20,20,25,30,30,20,20,30,20
32269,60,70,70,70,70,85,70,75,70,70
32270,50,50,30,50,30,30,50,30,50,30
32271,100,100,100,100,100,100,100,100,100,100
32272,30,25,15,25,20,10,20,0,15,10
32273,70,70,75,80,65,70,60,60,80,70
32274,70,50,80,70,75,50,30,50,60,30
32275,60,60,70,50,60,60,50,40,60,60
32276,65,70,70,60,70,75,70,70,70,70
32277,60,50,50,60,50,50,60,50,60,70
32278,80,70,70,70,70,65,65,80,70,60
32279,10,20,15,20,20,20,20,20,20,20
32280,90,95,100,90,95,95,95,90,90,90
32281,100,75,70,80,80,70,80,70,70,90
32282,80,80,80,75,80,80,80,80,70,85
32283,55,80,50,50,50,70,70,70,70,50
32284,80,70,80,80,80,80,80,70,75,70
32285,30,30,30,30,30,30,30,30,20,30
32286,70,50,50,50,70,50,50,70,50,50
32287,30,30,30,30,35,30,50,30,30,30
32288,75,85,80,70,80,70,70,85,80,75
