ID_question,0,1,2,3,4,5,6,7,8,9
32214,80,80,70.0,90,70,85,80,75,100,75
32215,30,50,25.0,30,50,40,40,30,30,50
32216,50,80,75.0,60,70,75,100,30,50,50
32217,85,90,70.0,60,80,70,60,100,70,80
32218,40,70,60.0,45,30,30,30,65,55,35
32219,30,20,25.0,25,25,20,25,30,30,25
32220,30,30,50.0,75,50,50,60,50,65,40
32221,30,20,20.0,0,30,75,20,20,20,30
32222,70,60,80.0,70,60,70,50,75,60,70
32223,80,80,80.0,80,80,60,85,80,70,80
32224,20,20,20.0,20,25,25,20,30,20,20
32225,85,70,80.0,70,100,85,70,100,87,70
32226,30,60,30.0,60,50,85,50,65,30,50
32227,85,70,60.0,71,80,70,75,60,80,80
32228,30,35,30.0,35,20,25,25,20,20,40
32229,80,80,75.0,70,85,90,70,75,85,85
32230,50,46,65.0,60,30,75,65,45,60,75
32231,63,80,60.0,100,80,50,70,78,90,85
32232,60,70,65.0,60,60,65,50,60,74,80
32233,55,70,75.0,80,88,75,61,70,85,90
32234,30,50,30.0,20,30,30,30,15,20,37
32235,100,100,100.0,100,100,100,100,100,100,100
32236,85,85,90.0,85,80,90,95,70,85,90
32237,100,100,100.0,100,100,100,100,100,100,100
32238,20,0,5.0,15,0,25,0,0,15,10
32239,50,70,30.0,20,50,60,50,30,20,50
32240,15,20,20.0,0,20,20,20,30,20,20
32241,35,30,20.0,15,25,25,30,20,30,25
32242,100,100,100.0,100,100,100,100,100,100,100
32243,70,75,60.0,80,70,85,70,70,80,85
32244,40,48,50.0,20,35,20,0,15,20,20
32245,80,80,85.0,80,90,75,90,95,90,100
32246,0,0,15.0,10,30,20,20,20,0,20
32247,80,90,80.0,85,85,90,70,90,85,85
32248,30,30,35.0,30,20,75,73,40,50,70
32249,100,80,70.0,70,75,75,75,80,80,75
32250,85,80,70.0,80,75,70,70,80,75,70
32251,70,75,30.0,30,90,50,50,50,85,45
32252,50,35,35.0,30,35,20,50,50,35,52
32253,65,100,70.0,65,75,75,85,80,80,70
32254,60,50,55.0,60,35,35,50,50,35,40
32255,30,20,50.0,20,25,50,25,60,80,30
32256,40,80,,60,40,85,60,50,55,80
32257,60,60,80.0,60,70,60,70,70,80,75
32258,100,100,100.0,100,100,100,100,100,100,90
32259,80,50,70.0,45,45,70,50,80,70,65
32260,40,60,58.0,60,65,30,60,50,40,40
32261,70,80,85.0,100,70,50,70,70,60,70
32262,25,20,20.0,50,50,30,50,30,50,40
32263,70,100,100.0,82,100,29,90,85,60,80
32264,30,40,50.0,50,50,45,45,50,20,30
32265,75,80,70.0,80,70,80,85,75,80,70
32266,0,0,0.0,10,0,0,0,0,0,0
32267,30,30,30.0,65,30,35,30,20,10,30
32268,20,20,20.0,15,20,20,20,25,20,20
32269,70,70,70.0,65,65,60,75,50,80,70
32270,85,90,90.0,88,85,100,90,80,95,95
32271,90,75,75.0,70,70,50,65,55,90,75
32272,20,15,30.0,20,10,10,20,10,20,25
32273,70,75,75.0,80,45,70,87,45,70,75
32274,50,50,60.0,80,30,70,45,30,70,50
32275,98,95,90.0,100,100,100,100,90,95,85
32276,35,40,25.0,25,30,20,20,25,30,35
32277,30,20,20.0,25,25,25,30,30,30,35
32278,85,90,90.0,90,90,90,90,90,85,90
32279,30,30,30.0,35,30,10,35,35,30,15
32280,30,40,30.0,32,40,35,30,40,40,20
32281,40,35,25.0,35,40,40,30,60,25,25
32282,80,70,60.0,70,80,60,80,80,75,80
32283,30,30,25.0,35,30,30,35,30,30,15
32284,50,70,60.0,30,50,30,50,40,40,50
32285,50,60,40.0,80,70,60,70,70,40,50
32286,50,50,65.0,50,70,50,70,60,70,50
32287,50,50,50.0,50,50,65,50,50,50,50
32288,35,40,30.0,30,40,30,30,35,30,30
