ID_question,0,1,2,3,4,5,6,7,8,9
32214,50,50,20,40.0,70.0,60,50.0,50.0,55.0,60
32215,80,80,80,70.0,50.0,87,100.0,85.0,85.0,80
32216,75,70,30,55.0,80.0,0,30.0,40.0,50.0,50
32217,90,80,60,80.0,50.0,50,85.0,50.0,0.0,60
32218,85,80,75,70.0,100.0,80,90.0,80.0,70.0,40
32219,70,67,85,70.0,80.0,75,50.0,70.0,60.0,85
32220,70,80,70,85.0,70.0,70,65.0,70.0,70.0,50
32221,60,60,75,70.0,50.0,55,50.0,50.0,60.0,50
32222,30,50,30,54.0,23.0,40,50.0,20.0,50.0,45
32223,30,50,50,70.0,55.0,90,60.0,50.0,,60
32224,75,50,65,,90.0,75,50.0,40.0,70.0,60
32225,85,85,90,80.0,70.0,90,85.0,75.0,87.0,80
32226,50,50,22,30.0,50.0,50,50.0,50.0,40.0,40
32227,90,100,80,100.0,85.0,85,,80.0,100.0,90
32228,70,65,70,65.0,50.0,50,,20.0,40.0,65
32229,60,60,70,70.0,70.0,65,78.0,65.0,60.0,65
32230,60,10,25,50.0,20.0,80,27.0,34.0,30.0,30
32231,60,70,80,80.0,75.0,80,80.0,100.0,75.0,80
32232,48,70,50,70.0,52.0,70,40.0,75.0,70.0,60
32233,50,30,75,50.0,65.0,80,67.0,80.0,30.0,63
32234,60,75,50,61.0,75.0,50,,70.0,50.0,50
32235,100,100,100,100.0,100.0,100,100.0,100.0,100.0,100
32236,50,50,60,60.0,70.0,50,60.0,45.0,50.0,45
32237,85,100,65,100.0,80.0,80,97.0,70.0,100.0,85
32238,60,70,85,60.0,55.0,70,100.0,70.0,60.0,60
32239,70,70,80,75.0,75.0,75,85.0,90.0,80.0,90
32240,42,100,65,90.0,50.0,75,72.0,75.0,100.0,60
32241,60,60,65,70.0,80.0,65,67.0,65.0,50.0,66
32242,70,79,75,100.0,75.0,80,75.0,70.0,80.0,80
32243,40,30,30,25.0,45.0,30,30.0,50.0,30.0,30
32244,50,100,75,100.0,100.0,70,60.0,80.0,100.0,80
32245,60,44,50,70.0,72.0,60,60.0,50.0,80.0,70
32246,40,75,50,70.0,60.0,65,70.0,40.0,50.0,70
32247,85,80,59,78.0,70.0,70,50.0,60.0,75.0,60
32248,40,60,75,65.0,60.0,30,40.0,60.0,40.0,30
32249,30,40,70,50.0,50.0,50,45.0,30.0,90.0,48
32250,100,100,85,100.0,100.0,100,100.0,100.0,95.0,100
32251,70,75,60,45.0,90.0,80,65.0,60.0,75.0,80
32252,45,30,60,30.0,,50,30.0,50.0,50.0,50
32253,60,80,75,70.0,85.0,100,70.0,80.0,80.0,100
32254,90,60,70,80.0,90.0,70,80.0,80.0,80.0,50
32255,70,60,60,70.0,85.0,80,75.0,75.0,40.0,85
32256,80,80,85,75.0,80.0,80,80.0,85.0,,80
32257,90,92,93,90.0,85.0,80,85.0,85.0,90.0,90
32258,80,90,80,80.0,85.0,80,85.0,100.0,85.0,80
32259,65,80,55,80.0,80.0,80,80.0,70.0,70.0,70
32260,80,85,75,88.0,75.0,70,80.0,70.0,70.0,80
32261,45,30,50,34.0,60.0,50,60.0,25.0,75.0,60
32262,50,60,50,,67.0,70,50.0,70.0,78.0,65
32263,70,65,100,80.0,20.0,70,75.0,100.0,90.0,49
32264,43,30,50,30.0,30.0,30,30.0,30.0,30.0,0
32265,75,61,60,75.0,80.0,70,75.0,75.0,55.0,50
32266,0,0,0,0.0,5.0,0,0.0,0.0,0.0,0
32267,60,50,50,40.0,70.0,45,60.0,50.0,20.0,40
32268,20,10,20,10.0,10.0,10,10.0,10.0,15.0,0
32269,70,75,75,70.0,85.0,80,80.0,90.0,85.0,75
32270,75,80,75,70.0,60.0,55,75.0,75.0,52.0,80
32271,90,90,85,90.0,90.0,83,90.0,80.0,100.0,95
32272,20,20,20,30.0,30.0,20,20.0,10.0,20.0,10
32273,70,35,60,40.0,50.0,65,50.0,70.0,55.0,60
32274,60,30,50,70.0,70.0,85,80.0,50.0,70.0,70
32275,75,80,80,70.0,70.0,70,70.0,80.0,70.0,75
32276,70,75,70,70.0,63.0,60,70.0,71.0,60.0,70
32277,40,30,20,40.0,25.0,30,50.0,30.0,30.0,35
32278,85,90,80,75.0,80.0,80,70.0,80.0,80.0,75
32279,25,35,20,30.0,20.0,20,20.0,20.0,20.0,20
32280,90,85,80,85.0,85.0,86,80.0,85.0,90.0,70
32281,70,50,70,85.0,70.0,75,75.0,35.0,70.0,75
32282,90,80,85,85.0,80.0,70,72.0,85.0,75.0,75
32283,35,50,50,50.0,60.0,50,50.0,50.0,40.0,60
32284,75,70,80,,75.0,70,80.0,80.0,70.0,60
32285,30,45,45,30.0,46.0,70,50.0,,42.0,50
32286,50,55,50,50.0,60.0,75,75.0,50.0,70.0,75
32287,50,50,40,50.0,50.0,35,40.0,40.0,35.0,50
32288,75,70,35,80.0,70.0,80,70.0,45.0,60.0,70
