ID_question,0,1,2,3,4,5,6,7,8,9
32214,80,70,100,70,70,75,65.0,80,70.0,70.0
32215,70,80,30,100,70,75,75.0,60,70.0,50.0
32216,15,50,35,55,70,20,20.0,70,75.0,35.0
32217,50,75,75,70,75,80,70.0,60,50.0,61.0
32218,80,100,90,90,85,75,80.0,80,74.0,90.0
32219,70,50,60,70,40,60,70.0,60,70.0,50.0
32220,70,85,38,70,50,75,50.0,80,70.0,70.0
32221,100,100,70,80,100,60,70.0,100,45.0,50.0
32222,35,30,50,45,70,30,30.0,15,50.0,50.0
32223,50,50,35,85,50,30,70.0,85,50.0,75.0
32224,70,70,65,70,70,50,70.0,30,50.0,70.0
32225,85,100,85,75,90,100,85.0,88,85.0,85.0
32226,50,70,50,40,50,50,50.0,30,50.0,50.0
32227,90,100,95,90,100,85,100.0,100,100.0,100.0
32228,50,60,50,73,60,60,40.0,50,50.0,50.0
32229,70,70,65,75,70,80,75.0,70,80.0,75.0
32230,10,30,35,38,20,5,,20,20.0,50.0
32231,100,100,100,100,73,100,70.0,100,100.0,100.0
32232,100,100,70,100,100,100,80.0,90,100.0,100.0
32233,75,90,80,80,75,80,80.0,100,70.0,92.0
32234,100,74,75,75,60,70,71.0,70,100.0,70.0
32235,100,100,100,100,100,100,100.0,100,100.0,100.0
32236,70,75,75,70,50,70,70.0,60,60.0,50.0
32237,100,100,100,100,85,100,100.0,100,100.0,100.0
32238,92,80,50,75,79,50,60.0,80,50.0,0.0
32239,70,75,90,80,75,80,80.0,75,59.0,60.0
32240,51,58,50,50,30,40,78.0,50,50.0,50.0
32241,40,60,60,65,65,50,65.0,70,60.0,50.0
32242,80,75,80,100,100,95,80.0,100,100.0,100.0
32243,50,70,50,60,40,45,30.0,50,50.0,80.0
32244,70,80,100,75,70,80,100.0,100,100.0,100.0
32245,50,77,40,50,50,20,30.0,60,50.0,50.0
32246,70,65,80,65,80,100,80.0,60,60.0,70.0
32247,80,85,80,75,80,87,80.0,70,70.0,90.0
32248,65,70,40,65,80,50,50.0,50,50.0,30.0
32249,10,30,25,20,25,30,10.0,0,10.0,15.0
32250,100,100,90,100,85,85,100.0,100,100.0,100.0
32251,85,70,100,85,70,80,72.0,80,75.0,70.0
32252,35,50,40,30,50,50,35.0,40,30.0,40.0
32253,80,90,90,100,85,100,85.0,80,70.0,82.0
32254,70,80,85,90,90,80,90.0,85,80.0,85.0
32255,70,65,70,80,90,100,70.0,90,100.0,80.0
32256,85,75,90,90,90,90,80.0,90,85.0,
32257,100,100,100,90,95,100,90.0,90,100.0,95.0
32258,100,90,100,100,100,100,100.0,100,95.0,90.0
32259,73,80,80,80,75,80,85.0,85,60.0,75.0
32260,85,80,80,85,80,70,85.0,70,85.0,75.0
32261,70,0,50,70,50,60,55.0,50,52.0,85.0
32262,100,100,100,100,100,50,100.0,100,80.0,100.0
32263,100,75,75,60,50,100,80.0,67,,100.0
32264,20,10,15,10,20,15,20.0,10,20.0,20.0
32265,70,70,80,50,65,70,50.0,60,65.0,70.0
32266,0,0,0,0,0,0,0.0,0,0.0,0.0
32267,70,35,70,30,25,60,60.0,50,30.0,0.0
32268,20,0,20,10,20,20,15.0,10,10.0,10.0
32269,80,80,80,70,78,70,75.0,85,70.0,70.0
32270,80,80,70,90,60,70,70.0,80,85.0,70.0
32271,100,80,100,88,90,75,100.0,80,100.0,100.0
32272,5,25,20,23,10,24,35.0,25,20.0,25.0
32273,20,50,30,30,50,53,15.0,55,50.0,30.0
32274,40,70,40,30,45,40,60.0,30,51.0,60.0
32275,60,85,75,80,80,80,75.0,75,85.0,90.0
32276,65,60,60,50,50,60,70.0,65,75.0,60.0
32277,25,20,30,25,0,30,30.0,25,20.0,25.0
32278,80,85,85,80,95,80,80.0,80,90.0,85.0
32279,20,20,15,15,25,15,10.0,10,20.0,20.0
32280,95,85,95,80,85,95,90.0,85,80.0,90.0
32281,50,70,70,50,50,67,70.0,67,70.0,50.0
32282,80,85,85,80,80,90,100.0,80,80.0,100.0
32283,45,30,60,50,30,40,50.0,50,30.0,50.0
32284,60,80,80,80,70,90,90.0,80,80.0,60.0
32285,30,30,20,30,40,30,40.0,30,30.0,50.0
32286,50,80,50,50,50,50,30.0,60,50.0,65.0
32287,50,30,37,30,30,30,40.0,40,30.0,40.0
32288,80,80,70,75,85,60,80.0,70,70.0,70.0
