ID_question,0,1,2,3,4,5,6,7,8,9
32214,60,70,70,75,85,100,60,100,80,70
32215,20,20,20,20,20,10,20,15,30,20
32216,35,0,30,0,0,0,0,0,70,0
32217,0,80,100,90,0,0,0,0,50,0
32218,10,30,30,10,20,30,15,30,30,30
32219,20,20,20,15,20,20,10,20,25,20
32220,30,20,50,70,10,40,30,30,30,30
32221,10,20,30,0,0,10,0,20,20,20
32222,70,100,70,90,80,75,80,80,80,60
32223,100,87,80,90,100,100,100,100,100,75
32224,20,20,20,10,10,20,20,10,20,10
32225,70,75,30,30,60,100,80,40,70,60
32226,100,70,75,80,75,80,80,80,80,60
32227,50,45,20,30,30,30,25,30,30,50
32228,5,10,0,0,0,8,0,0,10,0
32229,40,35,100,30,30,60,25,25,30,40
32230,100,100,80,100,90,100,90,100,100,100
32231,0,0,0,0,0,0,0,0,0,0
32232,5,20,20,25,20,15,20,10,20,15
32233,0,25,0,30,0,30,20,0,30,20
32234,0,0,0,0,0,0,0,0,0,0
32235,60,60,60,38,50,30,75,70,50,50
32236,90,100,85,90,85,90,80,85,100,100
32237,80,80,100,100,100,100,100,100,100,100
32238,20,0,0,0,10,20,15,0,10,0
32239,25,30,20,30,45,30,0,30,30,20
32240,20,20,20,25,0,0,0,0,20,15
32241,20,30,40,20,30,30,30,20,20,30
32242,100,100,100,100,100,100,70,100,100,100
32243,78,80,60,70,70,80,80,65,80,60
32244,30,30,15,20,20,20,30,20,30,20
32245,100,100,75,100,75,100,100,100,100,100
32246,0,0,0,0,0,0,0,0,5,10
32247,80,80,80,80,70,85,70,70,85,75
32248,30,15,20,20,20,20,25,30,20,20
32249,70,80,60,100,70,80,70,90,80,80
32250,90,85,100,70,80,100,90,80,80,100
32251,0,10,20,20,20,20,10,30,10,0
32252,20,20,20,15,20,20,25,20,20,20
32253,80,30,20,60,60,60,65,80,80,20
32254,50,30,30,30,20,25,20,30,30,45
32255,50,20,70,40,30,30,20,15,30,30
32256,30,10,50,35,45,40,50,15,30,33
32257,30,50,40,30,25,50,30,35,30,40
32258,80,85,80,90,80,80,85,100,100,90
32259,20,30,30,30,20,10,40,30,20,15
32260,30,30,35,25,30,45,30,30,30,20
32261,100,100,70,100,70,85,100,71,80,100
32262,0,0,0,0,5,0,0,0,0,0
32263,100,100,100,100,100,100,100,100,100,100
32264,100,100,80,80,75,70,100,85,100,80
32265,25,50,30,40,0,50,20,80,20,15
32266,0,0,0,0,0,0,0,0,0,0
32267,10,25,30,0,20,20,30,70,20,30
32268,80,90,85,90,85,70,75,90,80,80
32269,10,30,25,20,20,25,20,20,25,30
32270,90,70,90,80,65,100,90,80,70,100
32271,10,20,30,30,30,40,70,50,0,20
32272,80,85,85,80,95,80,80,90,75,90
32273,70,80,80,90,80,80,80,75,75,80
32274,70,95,80,70,70,70,70,70,70,80
32275,90,90,90,85,85,85,95,90,90,95
32276,20,20,20,20,20,20,20,25,20,20
32277,70,80,65,80,80,80,60,50,60,80
32278,60,60,70,70,60,70,70,60,40,50
32279,70,70,70,80,90,75,80,85,70,85
32280,30,35,30,25,20,30,20,30,35,30
32281,25,30,30,30,30,20,20,25,30,20
32282,30,30,30,35,35,30,20,30,50,30
32283,80,100,80,80,80,80,80,70,80,80
32284,30,30,35,30,30,22,30,35,40,40
32285,100,75,80,70,80,80,100,70,65,90
32286,50,100,80,65,80,100,70,100,80,100
32287,80,80,75,100,90,75,70,75,100,80
32288,20,20,20,10,20,20,30,20,20,10
