ID_question,0,1,2,3,4,5,6,7,8,9
32214,,70,100.0,75.0,70,65,85,70,70,75
32215,30.0,30,30.0,10.0,20,20,30,15,30,25
32216,80.0,0,0.0,80.0,0,0,0,0,0,20
32217,0.0,50,0.0,0.0,70,0,20,100,80,0
32218,30.0,20,25.0,25.0,25,30,25,10,20,30
32219,15.0,10,20.0,20.0,20,20,20,25,10,30
32220,40.0,30,30.0,35.0,30,25,10,40,0,30
32221,0.0,0,0.0,10.0,20,0,0,0,0,15
32222,100.0,60,100.0,100.0,70,60,45,60,80,60
32223,100.0,100,100.0,95.0,100,85,90,100,100,90
32224,30.0,20,10.0,10.0,5,5,20,35,0,15
32225,60.0,70,45.0,70.0,20,85,60,80,70,50
32226,90.0,80,75.0,60.0,75,85,70,80,70,85
32227,30.0,15,25.0,20.0,20,40,35,60,25,35
32228,0.0,10,15.0,5.0,0,0,0,0,0,0
32229,35.0,60,40.0,20.0,30,25,30,50,40,40
32230,70.0,100,100.0,85.0,100,100,100,100,100,100
32231,10.0,20,10.0,30.0,0,20,10,0,0,0
32232,20.0,10,20.0,15.0,20,20,15,20,20,20
32233,0.0,20,50.0,30.0,50,60,20,40,50,0
32234,0.0,0,0.0,0.0,0,10,0,0,0,0
32235,60.0,80,60.0,50.0,60,60,75,30,60,50
32236,100.0,90,90.0,85.0,85,90,90,90,85,80
32237,100.0,85,80.0,100.0,100,100,100,100,100,100
32238,0.0,10,0.0,0.0,2,0,0,0,0,0
32239,30.0,20,20.0,30.0,30,30,30,30,20,35
32240,0.0,20,0.0,20.0,0,30,10,20,0,0
32241,20.0,20,20.0,20.0,20,25,15,20,20,25
32242,70.0,100,80.0,85.0,100,100,100,100,100,90
32243,60.0,70,70.0,70.0,80,85,30,50,75,75
32244,30.0,20,30.0,20.0,20,30,30,25,35,30
32245,100.0,80,100.0,100.0,90,100,100,100,85,90
32246,0.0,0,0.0,20.0,0,0,0,0,0,0
32247,75.0,70,40.0,70.0,80,60,60,75,60,70
32248,20.0,25,30.0,20.0,25,25,20,30,15,20
32249,80.0,80,80.0,90.0,100,70,85,85,80,80
32250,70.0,80,80.0,80.0,80,90,70,70,70,90
32251,20.0,30,30.0,20.0,20,20,20,30,20,30
32252,10.0,25,20.0,10.0,20,20,25,45,20,15
32253,0.0,75,20.0,0.0,100,80,80,40,80,80
32254,20.0,30,60.0,30.0,30,10,40,30,35,45
32255,50.0,50,20.0,20.0,20,30,20,30,40,20
32256,70.0,48,30.0,30.0,40,30,60,55,50,50
32257,30.0,50,30.0,20.0,30,30,40,30,25,20
32258,95.0,85,90.0,80.0,90,0,80,100,100,95
32259,30.0,20,30.0,35.0,30,20,20,30,20,35
32260,30.0,30,30.0,30.0,30,20,50,30,30,30
32261,100.0,90,70.0,80.0,75,70,60,90,80,100
32262,0.0,0,0.0,0.0,15,10,15,0,0,0
32263,100.0,100,100.0,,100,100,100,100,100,100
32264,90.0,100,100.0,100.0,100,60,100,100,60,75
32265,20.0,35,20.0,25.0,40,50,88,80,30,30
32266,0.0,0,0.0,0.0,0,0,0,0,0,0
32267,30.0,0,0.0,20.0,30,40,10,20,15,35
32268,85.0,70,80.0,80.0,85,80,95,80,75,85
32269,30.0,25,20.0,20.0,15,30,20,30,20,20
32270,70.0,100,90.0,90.0,70,80,40,80,80,70
32271,10.0,10,20.0,20.0,25,15,30,50,30,50
32272,90.0,70,90.0,67.0,80,80,100,75,80,80
32273,90.0,85,85.0,80.0,80,90,80,100,76,80
32274,80.0,80,80.0,70.0,80,85,80,80,60,70
32275,95.0,90,,85.0,90,90,90,95,90,85
32276,20.0,20,15.0,20.0,20,20,10,20,20,10
32277,80.0,60,80.0,75.0,80,70,80,70,80,70
32278,30.0,50,50.0,50.0,60,60,60,60,30,60
32279,70.0,70,80.0,70.0,70,70,64,70,70,70
32280,30.0,25,20.0,30.0,20,35,45,25,20,20
32281,30.0,30,30.0,30.0,20,20,25,25,20,30
32282,30.0,25,54.0,30.0,30,30,30,30,15,20
32283,70.0,100,90.0,70.0,80,70,80,75,70,80
32284,30.0,35,30.0,20.0,20,30,30,30,20,30
32285,90.0,80,80.0,85.0,75,100,80,95,70,80
32286,90.0,100,80.0,85.0,85,85,80,80,60,90
32287,85.0,70,80.0,80.0,80,80,80,85,90,75
32288,25.0,25,20.0,20.0,10,15,20,30,20,20
