ID_question,0,1,2,3,4,5,6,7,8,9
32214,70,50,50,50,50,50,50,50,70,50
32215,50,50,50,75,50,75,50,50,50,50
32216,45,50,50,50,50,50,50,50,50,50
32217,50,50,20,50,0,50,50,30,50,50
32218,70,50,100,100,50,75,100,50,50,80
32219,50,50,50,50,50,60,50,50,50,50
32220,50,50,60,50,50,50,0,50,50,50
32221,50,50,50,50,50,50,50,50,50,50
32222,50,75,50,50,0,50,50,100,50,50
32223,100,100,100,100,100,70,80,70,50,60
32224,20,50,0,50,30,30,30,20,20,20
32225,50,70,75,85,80,75,75,100,100,75
32226,50,50,50,50,50,50,50,50,50,50
32227,75,80,100,75,60,100,80,100,50,80
32228,50,50,50,25,50,50,50,50,50,0
32229,50,50,65,70,60,70,85,50,50,50
32230,50,50,50,50,50,50,50,50,50,50
32231,0,100,50,100,50,50,0,50,0,100
32232,46,70,75,75,60,80,50,50,50,50
32233,100,100,85,50,100,75,0,50,70,100
32234,100,75,100,50,75,50,100,65,50,0
32235,100,100,100,100,100,100,100,100,100,100
32236,50,50,50,50,50,50,50,50,50,90
32237,0,100,100,50,50,100,100,100,50,100
32238,0,50,0,0,0,50,0,50,50,50
32239,100,75,50,50,50,50,100,50,70,50
32240,50,50,50,50,50,0,50,30,50,50
32241,50,50,50,50,60,50,50,50,50,50
32242,85,100,100,100,100,100,100,100,100,100
32243,50,50,50,50,50,30,50,50,50,50
32244,0,50,50,0,50,50,50,50,50,50
32245,100,50,50,50,50,50,50,50,50,35
32246,50,50,50,50,50,50,80,50,50,50
32247,50,60,30,30,40,50,50,35,50,70
32248,50,30,50,30,50,30,50,30,30,30
32249,50,70,50,50,50,50,50,50,50,0
32250,100,100,100,100,100,100,100,70,100,100
32251,50,0,75,30,50,50,50,40,80,50
32252,50,50,50,50,50,50,75,50,85,0
32253,100,100,100,50,100,100,100,100,100,100
32254,50,50,50,80,100,50,30,50,50,50
32255,100,100,50,50,100,50,100,70,80,90
32256,75,80,60,80,85,100,50,80,85,75
32257,100,50,100,75,85,85,100,80,70,70
32258,100,100,85,90,100,100,100,80,100,100
32259,50,50,55,60,70,50,50,50,40,65
32260,60,50,50,50,75,60,75,60,80,50
32261,100,100,100,50,100,100,60,85,80,100
32262,50,50,50,50,50,50,50,50,50,50
32263,100,80,100,100,100,100,100,100,100,100
32264,50,50,50,50,50,50,50,50,50,50
32265,50,50,50,50,50,50,50,50,50,50
32266,0,0,0,0,0,0,0,0,0,0
32267,60,50,70,50,50,50,100,75,85,80
32268,60,15,50,50,80,75,60,50,75,50
32269,50,50,50,50,50,50,50,50,50,50
32270,50,50,50,50,50,50,50,50,50,50
32271,60,80,60,80,80,75,95,60,90,80
32272,50,50,50,50,50,50,50,50,50,50
32273,60,50,50,100,65,75,50,50,100,50
32274,60,50,50,50,40,50,30,60,50,70
32275,70,80,80,60,80,80,70,85,75,50
32276,50,45,50,50,30,50,50,50,50,50
32277,50,50,50,50,50,50,50,50,50,50
32278,75,80,70,80,80,80,70,75,70,70
32279,15,30,20,25,20,30,20,30,30,25
32280,50,50,60,50,50,50,75,70,80,55
32281,50,50,50,50,50,50,50,50,50,50
32282,50,75,50,50,100,50,100,50,50,50
32283,50,50,50,50,50,50,50,50,50,50
32284,50,50,50,50,50,50,85,50,50,50
32285,50,50,50,50,50,50,50,50,50,50
32286,50,50,50,50,50,50,50,50,50,50
32287,50,50,50,50,50,50,0,50,50,50
32288,50,50,50,50,50,50,50,50,50,50
