ID_question,0,1,2,3,4,5,6,7,8,9
32214,15,10.0,10,20,10,10,0,5,15,10
32215,95,70.0,100,80,100,100,80,100,100,85
32216,100,85.0,70,50,70,80,80,100,60,75
32217,0,0.0,20,0,0,0,0,0,0,0
32218,100,100.0,100,100,100,100,100,100,100,100
32219,100,100.0,90,100,100,100,100,100,100,100
32220,80,75.0,100,50,80,70,70,75,75,75
32221,100,80.0,100,75,85,75,70,70,80,60
32222,20,0.0,20,0,10,10,20,10,20,20
32223,60,30.0,50,40,30,40,45,20,20,30
32224,100,80.0,70,90,80,80,70,80,100,100
32225,90,95.0,95,85,100,85,85,100,90,90
32226,30,5.0,30,25,0,30,15,15,25,30
32227,100,100.0,100,100,100,100,100,100,100,100
32228,90,85.0,70,85,80,70,90,80,90,60
32229,80,70.0,60,80,75,45,75,70,70,70
32230,10,0.0,0,10,0,10,0,0,0,0
32231,100,100.0,100,100,100,100,100,100,80,86
32232,90,80.0,100,80,80,80,80,100,80,80
32233,75,80.0,65,90,95,50,75,100,100,70
32234,100,80.0,80,100,100,100,100,100,100,70
32235,100,100.0,100,100,100,100,100,100,100,100
32236,20,20.0,20,20,20,15,30,45,30,10
32237,100,100.0,100,100,100,100,100,100,100,100
32238,100,100.0,100,100,100,100,90,80,100,100
32239,85,100.0,100,100,70,100,100,100,100,100
32240,100,100.0,80,100,100,100,100,100,100,100
32241,80,90.0,90,85,80,80,85,90,80,85
32242,50,100.0,60,50,60,50,100,80,70,50
32243,15,20.0,30,30,20,25,10,25,20,30
32244,100,100.0,100,100,80,100,100,100,100,100
32245,30,10.0,30,30,30,30,20,20,10,30
32246,80,85.0,90,85,70,85,80,100,90,80
32247,40,20.0,20,25,20,30,30,0,30,30
32248,10,50.0,60,30,20,40,30,20,35,75
32249,0,10.0,0,0,0,10,20,0,0,0
32250,100,100.0,100,100,100,100,100,100,100,100
32251,75,80.0,90,70,70,70,90,60,70,70
32252,20,60.0,20,30,25,40,50,20,0,30
32253,100,100.0,75,100,100,100,100,100,100,90
32254,90,90.0,85,90,100,90,80,100,100,90
32255,85,100.0,90,100,70,90,75,70,75,80
32256,85,88.0,90,100,95,90,90,100,100,85
32257,100,100.0,100,90,100,100,100,100,100,100
32258,80,100.0,100,85,70,70,67,80,70,80
32259,65,70.0,80,70,70,80,70,75,80,85
32260,90,90.0,100,90,100,90,90,85,75,90
32261,10,15.0,30,30,10,20,20,25,65,20
32262,100,100.0,100,100,100,100,100,100,100,100
32263,100,100.0,100,100,100,100,100,80,100,100
32264,5,20.0,20,10,0,15,10,15,20,10
32265,30,30.0,10,30,30,25,20,25,10,20
32266,0,0.0,0,0,0,0,0,0,0,0
32267,80,70.0,70,70,90,80,85,70,80,85
32268,10,15.0,10,15,10,5,5,5,10,20
32269,85,78.0,80,80,80,80,80,80,80,95
32270,10,40.0,10,30,20,15,30,5,20,25
32271,100,100.0,100,100,100,100,100,100,100,100
32272,0,10.0,10,10,10,0,0,10,15,0
32273,65,70.0,70,60,60,60,70,80,60,60
32274,30,70.0,40,0,25,30,30,20,30,60
32275,20,30.0,20,20,20,30,50,25,30,35
32276,100,85.0,90,90,100,90,90,90,90,90
32277,40,20.0,30,20,20,35,20,20,40,40
32278,70,75.0,70,70,70,60,70,70,70,70
32279,20,0.0,15,0,20,10,5,20,10,10
32280,85,85.0,90,80,90,90,90,90,90,90
32281,100,90.0,100,90,100,100,90,90,100,95
32282,90,80.0,85,85,85,80,80,80,85,85
32283,60,80.0,70,65,51,50,80,50,50,30
32284,100,80.0,70,100,85,100,85,85,80,100
32285,20,15.0,20,30,25,15,25,30,20,20
32286,30,40.0,75,30,50,50,50,35,60,60
32287,40,20.0,35,20,30,20,30,20,25,30
32288,75,,90,100,80,70,100,80,100,100
