ID_question,0,1,2,3,4,5,6,7,8,9
32214,50,40.0,50,50,70,60,65,50,40,70
32215,85,70.0,77,80,70,70,45,65,75,70
32216,35,40.0,50,70,54,65,50,50,0,60
32217,70,70.0,75,50,50,50,0,25,35,40
32218,85,90.0,80,65,75,75,70,75,100,90
32219,75,70.0,80,70,70,85,75,70,80,70
32220,55,70.0,50,76,65,75,70,60,70,75
32221,50,50.0,65,55,60,70,50,50,40,50
32222,35,75.0,30,40,22,40,20,30,15,50
32223,50,75.0,55,60,55,50,37,70,25,50
32224,80,50.0,60,65,25,65,50,40,50,50
32225,92,85.0,84,90,80,90,90,85,80,70
32226,40,50.0,50,45,50,25,50,25,50,20
32227,85,90.0,92,90,85,90,95,85,90,90
32228,50,60.0,50,50,50,55,50,50,60,55
32229,80,70.0,75,75,77,60,70,62,80,80
32230,30,20.0,40,0,25,60,25,20,48,50
32231,95,100.0,80,100,60,70,80,80,75,90
32232,50,60.0,75,70,70,50,65,80,70,50
32233,25,80.0,60,65,80,50,60,74,200,75
32234,65,85.0,70,75,70,35,80,80,65,65
32235,100,100.0,100,100,100,100,100,100,100,100
32236,50,70.0,50,50,50,65,50,60,50,35
32237,60,87.0,100,80,80,70,80,100,100,70
32238,70,85.0,50,50,70,30,80,75,50,62
32239,60,75.0,70,80,70,85,85,85,60,70
32240,100,80.0,100,60,56,80,50,60,50,60
32241,35,65.0,50,70,70,65,65,70,60,85
32242,100,70.0,70,85,70,75,80,80,80,70
32243,40,20.0,50,25,40,40,65,60,65,25
32244,50,90.0,100,80,70,90,60,80,70,75
32245,80,65.0,50,50,90,50,85,70,85,75
32246,60,50.0,50,67,60,50,65,65,65,40
32247,75,75.0,65,60,75,75,70,50,65,60
32248,53,70.0,60,50,50,70,60,40,50,40
32249,30,30.0,30,50,50,25,40,30,30,30
32250,100,85.0,90,90,100,100,100,100,100,100
32251,70,70.0,60,80,60,80,70,60,70,70
32252,30,40.0,30,55,65,20,70,50,65,75
32253,100,80.0,75,85,75,75,100,85,70,100
32254,100,70.0,90,75,85,80,75,80,85,70
32255,75,80.0,90,70,75,75,70,70,86,65
32256,90,90.0,90,85,75,90,80,90,85,95
32257,80,80.0,85,80,90,90,90,90,85,80
32258,80,80.0,85,80,100,80,100,80,80,100
32259,60,90.0,75,65,80,87,75,60,75,85
32260,80,75.0,65,75,75,75,75,85,75,75
32261,20,65.0,50,55,50,20,60,60,60,60
32262,90,50.0,65,50,50,50,70,65,65,100
32263,70,50.0,100,60,70,100,60,50,75,60
32264,30,50.0,10,30,40,30,30,45,30,45
32265,75,60.0,50,70,75,70,70,60,63,75
32266,0,0.0,0,0,0,0,0,0,10,0
32267,40,50.0,85,30,50,30,50,45,35,60
32268,20,15.0,0,20,10,5,10,10,20,30
32269,70,90.0,85,85,80,80,85,80,85,85
32270,80,70.0,50,55,80,80,70,50,75,70
32271,90,90.0,80,90,100,90,90,100,85,100
32272,15,15.0,15,15,15,5,20,10,10,0
32273,50,70.0,60,70,60,70,45,65,80,85
32274,30,50.0,70,25,70,70,50,35,20,70
32275,75,85.0,75,70,85,70,85,80,90,70
32276,80,70.0,70,70,75,75,70,75,75,75
32277,40,,25,35,40,20,30,45,35,50
32278,70,85.0,80,85,80,80,80,85,85,80
32279,30,30.0,20,20,25,25,30,20,30,15
32280,85,70.0,80,85,85,80,85,75,75,85
32281,50,64.0,70,60,70,70,80,60,80,65
32282,70,75.0,80,80,70,85,70,85,85,80
32283,50,60.0,50,30,50,50,50,80,50,50
32284,80,80.0,70,70,80,80,70,80,70,80
32285,60,40.0,50,40,50,50,49,40,50,50
32286,60,60.0,50,60,50,50,75,75,50,40
32287,40,55.0,50,30,50,70,30,50,30,50
32288,50,55.0,70,60,60,60,80,80,70,70
