party,temperature,32214,32215,32216,32217,32218,32219,32220,32221,32222,32223,32224,32225,32226,32227,32228,32229,32230,32231,32232,32233,32234,32235,32236,32237,32238,32239,32240,32241,32242,32243,32244,32245,32246,32247,32248,32249,32250,32251,32252,32253,32254,32255,32256,32257,32258,32259,32260,32261,32262,32263,32264,32265,32266,32267,32268,32269,32270,32271,32272,32273,32274,32275,32276,32277,32278,32279,32280,32281,32282,32283,32284,32285,32286,32287,32288
EDU,1.0,0.25,0.6,0.0,0.0,0.3,0.25,0.0,0.0,0.4,1.0,0.5,0.8,0.9,0.5,0.0,0.35,1.0,0.0,0.0,0.0,0.0,0.2,0.5,1.0,0.0,0.0,0.0,0.3,0.6,0.6,0.25,0.7,0.0,0.3,0.3,0.0,1.0,0.25,0.1,0.6,0.5,0.8,0.8,0.6,0.5,0.35,0.6,0.63,0.0,1.0,1.0,0.0,0.0,0.3,0.8,0.3,0.3,0.85,0.8,0.8,0.8,0.5,0.2,0.9,0.3,0.6,0.3,0.5,0.5,0.5,0.5,0.5,0.8,0.7,0.3
EDU,1.0,0.0,0.5,0.0,0.0,0.3,0.3,0.0,0.0,0.0,1.0,0.0,0.7,0.7,0.6,0.0,0.25,0.8,0.0,0.0,0.0,0.0,0.2,0.8,0.0,0.0,0.5,0.0,0.3,0.75,0.3,0.5,0.7,0.0,0.2,0.0,1.0,1.0,0.3,0.2,0.7,0.5,0.6,0.5,0.5,0.5,0.2,0.75,0.7,0.0,1.0,0.8,0.0,0.0,0.5,0.8,0.3,0.3,0.75,1.0,0.8,0.75,0.5,0.2,0.9,0.3,0.5,0.2,0.5,0.5,0.5,0.3,0.85,0.7,0.7,0.3
EDU,1.0,0.0,0.5,0.5,0.0,0.0,0.3,0.35,0.0,0.5,1.0,0.0,0.7,0.5,0.6,0.0,0.3,0.8,0.0,0.0,0.0,0.0,0.2,0.7,0.0,0.0,0.5,0.0,0.35,0.5,0.7,0.3,0.7,0.0,0.2,0.1,0.5,0.9,0.3,0.2,0.3,0.5,0.5,0.7,0.5,0.5,0.2,0.7,0.75,0.0,1.0,1.0,0.3,0.0,0.3,0.85,0.2,0.25,0.5,0.8,0.75,0.6,0.3,0.2,0.8,0.5,0.85,0.2,0.3,0.5,0.5,0.5,0.5,0.8,0.75,0.3
EDU,1.0,0.0,0.7,0.0,0.0,0.35,0.3,0.0,0.0,0.3,1.0,0.0,0.9,0.75,0.5,0.0,0.2,0.8,0.0,0.0,0.0,0.0,0.1,0.7,0.0,0.0,0.5,0.0,0.3,0.5,0.25,0.5,0.7,0.0,0.6,0.3,1.0,1.0,0.2,0.05,0.8,0.5,1.0,0.5,0.45,0.5,0.3,0.9,0.5,0.0,1.0,1.0,0.3,0.0,0.7,0.7,0.2,0.8,1.0,0.7,0.85,0.6,0.35,0.3,0.85,0.3,0.6,0.35,0.5,0.4,0.5,0.5,0.6,1.0,0.5,0.3
EDU,1.0,0.5,0.5,0.0,0.0,0.4,0.3,0.0,0.0,0.2,0.8,0.3,0.8,0.8,0.4,0.0,0.3,1.0,0.0,0.0,0.0,0.0,0.25,0.5,0.0,0.0,0.5,0.0,0.3,0.8,0.7,0.5,0.7,0.0,0.25,0.3,0.25,1.0,0.0,0.15,1.0,0.5,0.6,0.8,0.6,0.5,0.2,0.8,0.5,0.0,1.0,0.7,0.0,0.0,0.45,0.8,0.3,0.3,0.5,0.8,0.8,0.3,0.35,0.2,0.8,0.5,0.6,0.3,0.3,0.4,0.5,0.7,0.7,0.8,0.5,0.3
EDU,1.0,0.0,0.5,0.0,0.0,0.0,0.3,0.3,0.0,0.3,1.0,0.3,0.5,1.0,0.5,0.0,0.1,0.8,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.6,0.5,0.3,1.0,0.3,0.5,0.8,0.0,0.45,0.2,1.0,1.0,0.1,0.2,0.6,0.5,0.6,0.8,0.5,0.5,0.3,0.7,0.5,0.0,1.0,0.8,0.0,0.0,0.75,0.7,0.25,0.5,0.5,0.7,0.8,0.6,0.5,0.2,0.8,0.3,0.6,0.3,0.3,0.5,0.5,0.5,0.5,0.8,0.7,0.3
EDU,1.0,0.0,0.2,0.0,0.0,0.3,0.3,0.35,0.0,0.5,1.0,0.0,0.7,1.0,0.7,0.0,0.3,1.0,0.0,0.0,0.0,0.0,0.2,0.7,0.0,0.0,0.5,0.0,0.5,0.6,0.3,0.5,0.7,0.0,0.7,0.2,1.0,1.0,0.0,0.1,0.5,0.3,0.5,0.7,0.8,0.2,0.3,0.7,0.5,0.0,1.0,1.0,0.2,0.0,0.7,0.8,0.2,0.5,0.8,0.8,0.8,0.8,0.3,0.25,0.85,0.3,0.7,0.2,0.5,0.5,0.7,0.5,0.75,0.8,0.75,0.3
EDU,1.0,0.0,0.5,0.0,0.0,0.3,0.2,0.1,0.0,0.2,1.0,0.2,0.8,0.5,0.6,0.0,0.3,1.0,0.0,0.0,0.0,0.0,0.2,0.75,0.0,0.0,1.0,0.3,0.3,0.8,0.2,0.7,1.0,0.0,0.35,0.35,0.5,1.0,0.2,0.3,0.8,0.5,0.5,0.5,0.5,0.5,0.2,0.7,0.8,0.0,1.0,1.0,0.25,0.0,0.7,0.7,0.25,0.2,0.75,0.7,0.8,0.7,0.3,0.3,0.85,0.3,0.7,0.3,0.4,0.5,0.5,0.5,0.5,0.85,0.7,0.3
EDU,1.0,0.0,0.7,0.0,0.0,0.3,0.3,0.3,0.0,0.35,1.0,0.0,0.8,0.9,0.85,0.1,0.25,1.0,0.0,0.0,0.0,0.0,0.1,0.6,1.0,0.0,0.8,0.0,0.2,0.7,0.2,0.5,0.7,0.0,0.2,0.2,0.5,1.0,0.2,0.2,0.8,0.5,0.7,0.5,0.7,0.6,0.3,0.7,0.6,0.0,1.0,0.75,0.25,0.0,0.3,0.8,0.1,0.75,0.3,0.8,0.8,0.8,0.35,0.2,0.9,0.3,0.3,0.4,0.5,0.5,0.5,0.4,0.5,0.6,0.5,0.3
