ID_question,0,1,2,3,4,5,6,7,8,9
32214,70.0,80.0,100.0,75,65.0,70.0,75,70.0,70.0,70
32215,75.0,50.0,60.0,80,62.0,,64,90.0,75.0,45
32216,70.0,32.0,28.0,20,70.0,50.0,38,100.0,45.0,30
32217,60.0,75.0,100.0,80,80.0,60.0,85,30.0,65.0,70
32218,100.0,80.0,100.0,80,85.0,90.0,88,80.0,100.0,80
32219,62.0,60.0,,80,50.0,50.0,70,70.0,55.0,70
32220,70.0,55.0,80.0,60,60.0,100.0,70,50.0,70.0,50
32221,75.0,80.0,75.0,90,62.0,70.0,80,100.0,50.0,70
32222,22.0,70.0,40.0,50,43.0,30.0,55,25.0,47.0,30
32223,30.0,65.0,75.0,75,60.0,50.0,50,74.0,22.0,85
32224,80.0,45.0,65.0,70,70.0,80.0,75,75.0,30.0,25
32225,85.0,100.0,87.0,80,85.0,85.0,100,80.0,80.0,85
32226,50.0,40.0,50.0,50,82.0,50.0,20,50.0,,35
32227,100.0,100.0,100.0,90,90.0,80.0,90,90.0,85.0,85
32228,43.0,,21.0,50,50.0,50.0,77,60.0,30.0,50
32229,85.0,80.0,75.0,90,75.0,75.0,75,70.0,65.0,75
32230,30.0,15.0,,50,15.0,30.0,20,10.0,25.0,14
32231,100.0,70.0,100.0,100,100.0,70.0,90,75.0,,100
32232,70.0,100.0,100.0,85,84.0,65.0,80,100.0,70.0,90
32233,45.0,,90.0,80,60.0,70.0,80,81.0,60.0,60
32234,59.0,70.0,75.0,70,75.0,95.0,80,50.0,80.0,40
32235,100.0,100.0,100.0,100,100.0,100.0,100,100.0,100.0,100
32236,50.0,68.0,50.0,60,85.0,60.0,75,60.0,50.0,50
32237,,100.0,100.0,100,100.0,100.0,100,100.0,100.0,100
32238,80.0,80.0,50.0,90,50.0,60.0,70,100.0,70.0,70
32239,80.0,75.0,75.0,30,,76.0,70,50.0,75.0,80
32240,0.0,0.0,55.0,50,30.0,45.0,74,50.0,60.0,50
32241,40.0,65.0,70.0,50,67.0,40.0,55,35.0,50.0,70
32242,90.0,100.0,100.0,100,100.0,100.0,100,90.0,100.0,100
32243,50.0,40.0,50.0,30,65.0,45.0,70,,59.0,50
32244,80.0,70.0,100.0,100,80.0,90.0,100,100.0,75.0,80
32245,20.0,61.0,70.0,30,30.0,70.0,40,50.0,20.0,50
32246,80.0,85.0,80.0,90,90.0,100.0,80,30.0,80.0,80
32247,80.0,70.0,75.0,80,80.0,66.0,70,70.0,75.0,80
32248,526.0,75.0,60.0,60,,50.0,65,85.0,35.0,40
32249,30.0,,0.0,10,30.0,25.0,30,20.0,0.0,25
32250,70.0,100.0,70.0,75,95.0,100.0,100,100.0,100.0,85
32251,85.0,85.0,70.0,70,91.0,75.0,80,34.0,85.0,75
32252,20.0,60.0,30.0,40,75.0,20.0,50,20.0,55.0,50
32253,75.0,88.0,78.0,100,100.0,57.0,74,100.0,75.0,75
32254,75.0,,80.0,85,80.0,90.0,90,80.0,90.0,85
32255,70.0,60.0,75.0,80,80.0,100.0,80,70.0,85.0,80
32256,85.0,90.0,80.0,85,95.0,90.0,100,85.0,85.0,80
32257,100.0,90.0,100.0,90,90.0,100.0,80,100.0,90.0,95
32258,80.0,100.0,80.0,100,90.0,,100,90.0,100.0,100
32259,80.0,90.0,80.0,70,70.0,70.0,95,70.0,,80
32260,75.0,80.0,80.0,80,70.0,80.0,75,80.0,70.0,80
32261,50.0,70.0,80.0,30,50.0,53.0,45,70.0,20.0,50
32262,80.0,80.0,80.0,100,100.0,80.0,83,100.0,100.0,100
32263,60.0,80.0,80.0,80,75.0,0.0,25,50.0,100.0,100
32264,20.0,30.0,20.0,20,20.0,10.0,20,30.0,10.0,15
32265,50.0,70.0,65.0,60,75.0,72.0,60,87.0,70.0,75
32266,0.0,0.0,0.0,0,0.0,0.0,0,2.0,0.0,0
32267,30.0,30.0,32.0,85,65.0,60.0,60,80.0,50.0,75
32268,5.0,25.0,10.0,20,0.0,20.0,20,10.0,10.0,15
32269,80.0,75.0,80.0,75,75.0,80.0,80,80.0,70.0,75
32270,65.0,89.0,70.0,75,70.0,70.0,80,75.0,85.0,80
32271,90.0,100.0,77.0,100,90.0,90.0,100,100.0,80.0,100
32272,17.0,25.0,25.0,10,,20.0,29,20.0,25.0,13
32273,30.0,30.0,15.0,50,35.0,25.0,75,52.0,20.0,20
32274,25.0,60.0,30.0,50,20.0,20.0,50,20.0,60.0,20
32275,80.0,80.0,90.0,70,80.0,90.0,80,80.0,70.0,85
32276,30.0,70.0,60.0,70,,40.0,50,60.0,40.0,60
32277,20.0,,30.0,20,45.0,15.0,30,30.0,30.0,20
32278,85.0,90.0,,80,80.0,70.0,85,82.0,90.0,85
32279,30.0,20.0,15.0,25,16.0,20.0,20,20.0,25.0,20
32280,90.0,95.0,85.0,80,90.0,85.0,80,90.0,85.0,85
32281,80.0,60.0,50.0,60,50.0,50.0,60,50.0,50.0,50
32282,70.0,100.0,90.0,80,85.0,80.0,82,70.0,90.0,75
32283,50.0,50.0,50.0,50,20.0,35.0,15,50.0,62.0,35
32284,80.0,70.0,70.0,80,75.0,90.0,80,70.0,80.0,80
32285,30.0,30.0,30.0,40,30.0,50.0,30,30.0,30.0,30
32286,50.0,50.0,70.0,50,50.0,40.0,25,40.0,45.0,50
32287,30.0,30.0,22.0,25,35.0,25.0,37,25.0,30.0,37
32288,75.0,70.0,50.0,70,100.0,100.0,70,50.0,70.0,80
